student_id,age,gender,major,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,previous_gpa,semester,stress_level,dropout_risk,social_activity,screen_time,study_environment,access_to_tutoring,family_income_range,parental_support_level,motivation_level,exam_anxiety_score,learning_style,time_management_score,exam_score
109121,23,Male,Computer Science,4.60504206,3.6,3.4,No,52.4,7.5,Poor,2,Master,High,6.1,Yes,3.63,7,5.6,No,4,13.4,Quiet Room,Yes,High,10,10,5,Kinesthetic,2.4,92
109122,23,Female,Computer Science,3.305967088,1.3,1.9,Yes,90.9,5.3,Fair,1,High School,Medium,8.4,No,2.5,8,5.3,No,2,6.6,Dorm,Yes,High,7,2,10,Auditory,5.9,62
109123,23,Male,Engineering,3,0.1,1.1,Yes,62.6,8.7,Good,5,High School,Medium,9.8,No,4,3,3.5,No,0,5.7,Library,No,High,7,5,10,Reading,8.4,100
109124,17,Other,Engineering,3.8,0.2,3.3,No,89.4,4.7,Good,3,High School,Low,9.3,Yes,4,4,3.9,No,1,9.1,Library,No,High,9,8,7,Auditory,10,100
109125,21,Male,Business,4.7,3.7,2.7,No,57.3,9.8,Fair,4,Master,Medium,2.3,Yes,3.09,1,7.6,No,3,12.8,Dorm,No,High,6,10,5,Kinesthetic,5.7,74
109126,27,Male,Business,4.4,2.4,0.3,Yes,40.5,7.6,Fair,3,PhD,Low,5.8,No,2.8,8,6.4,No,3,8.2,Cafe,No,High,6,6,9,Kinesthetic,1.6,60
109127,23,Other,Engineering,3.4,1.5,3,No,81.9,8.3,Good,7,High School,Low,6.9,Yes,4,3,5.9,No,4,9.2,Library,Yes,High,3,10,5,Auditory,6.6,95
109128,25,Male,Arts,3.3,1.3,3.4,Yes,60.9,8.6,Fair,5,Bachelor,High,9.1,Yes,3.57,2,3.9,No,0,8.6,Library,Yes,Medium,4,2,10,Visual,4.4,87
109129,28,Female,Biology,5,3.4,0.5,No,77.1,7.5,Good,5,Master,High,7.6,Yes,4,3,3.7,No,0,9.7,Dorm,Yes,High,2,5,10,Visual,3.7,94
109130,17,Other,Psychology,3.1,2,1.1,No,51,6.1,Fair,5,Some College,Low,6.2,No,4,2,7,No,2,8,Dorm,Yes,Low,3,7,8,Reading,6.1,100
109131,18,Other,Engineering,2.9,0.6,0.4,No,95.3,7.7,Fair,4,High School,High,7.5,No,3.77,2,5.8,No,2,5.2,Cafe,Yes,Medium,4,9,6,Auditory,3.1,94
109132,23,Other,Arts,3.6,4.4,2.2,No,73.6,5.8,Fair,0,High School,Low,3,No,3.27,2,7.6,No,2,11.1,Quiet Room,No,Low,6,3,10,Kinesthetic,2.7,83
109133,25,Female,Biology,2.6,2.9,3.1,No,55.6,6.5,Good,3,High School,High,10,No,3.33,5,4.4,No,0,10.3,Co-Learning Group,No,High,2,1,10,Kinesthetic,8.7,81
109134,24,Female,Biology,5.3,0,3.1,No,71.6,6.9,Fair,2,Master,High,5.8,No,2.44,2,7.3,No,1,9.6,Dorm,Yes,Medium,9,2,10,Reading,8.3,64
109135,22,Male,Biology,5.7,1.3,2.1,Yes,46.9,8.9,Good,7,Some College,Low,9.4,No,3.99,2,9.4,No,0,9.8,Cafe,Yes,Medium,2,9,6,Reading,1.9,100
109136,25,Other,Business,0,1.4,0.2,No,50.4,4.1,Good,2,PhD,Low,6.6,No,3.35,3,5.8,No,2,3.1,Dorm,No,Low,9,9,6,Auditory,9.1,76
109137,23,Male,Arts,3,1.9,1.9,No,46.1,4.6,Fair,1,Bachelor,High,9.1,Yes,2.89,3,5.1,No,2,7.4,Quiet Room,No,Medium,8,3,10,Reading,1.5,78
109138,20,Male,Biology,3.4,1.7,2.2,No,81.4,6.5,Fair,4,PhD,Medium,3.7,Yes,3.86,4,5.6,No,3,8.6,Co-Learning Group,No,Medium,4,7,8,Reading,6.3,100
109139,25,Other,Business,5.4,2.2,0.5,Yes,89.5,5.1,Fair,6,Some College,Medium,7.2,Yes,4,2,8.1,No,3,9.2,Co-Learning Group,No,Low,5,7,8,Auditory,5,100
109140,28,Other,Psychology,7.6,2.9,2.8,No,64.9,4.5,Poor,7,PhD,Medium,6.1,No,4,7,5.3,No,0,13.6,Quiet Room,No,High,9,10,5,Reading,8.7,100
109141,18,Female,Business,5.4,2.5,3.6,No,53,8.6,Good,6,High School,High,4.5,Yes,4,3,7.1,No,0,11.9,Quiet Room,Yes,Low,6,2,10,Kinesthetic,5.9,92
109142,20,Other,Biology,2.2,0.3,2.7,Yes,62.1,7.3,Good,6,Bachelor,High,7.9,No,4,4,5.9,No,2,5.7,Cafe,No,Low,10,9,6,Reading,6.1,94
109143,28,Female,Engineering,1.7,0.6,0.8,Yes,78.4,8,Poor,3,Master,Medium,7.1,No,2.62,3,5,No,3,3.9,Cafe,No,Low,3,3,10,Kinesthetic,6.7,73
109144,22,Other,Computer Science,5.44896889,4.4,1,No,62.3,8.1,Good,4,Some College,Medium,7.8,No,4,2,7.1,No,0,12,Co-Learning Group,Yes,Medium,4,4,10,Kinesthetic,9,100
109145,28,Male,Engineering,3,3.1,1.8,No,69.8,6.2,Poor,6,PhD,High,3.7,Yes,3.65,2,6.8,No,1,9.9,Quiet Room,Yes,Medium,10,8,7,Kinesthetic,6.2,93
109146,26,Female,Computer Science,5.953329372,2.4,0.3,No,49.9,6.6,Fair,4,Bachelor,Low,6.3,No,4,2,3.4,No,2,10.3,Library,Yes,Medium,5,9,6,Visual,9.9,97
109147,23,Male,Biology,2.5,3,0.8,Yes,48.1,6.2,Fair,6,High School,High,8.1,Yes,4,1,2.7,No,4,6.7,Quiet Room,Yes,Medium,4,9,6,Kinesthetic,2.9,100
109148,18,Female,Engineering,6,2.7,1.6,No,87.4,7.9,Poor,2,Master,Low,3.9,Yes,3.93,4,7.9,No,5,11.8,Co-Learning Group,Yes,High,4,7,8,Visual,7.1,100
109149,26,Other,Business,6.4,2.7,2.6,Yes,74.4,5,Poor,6,Master,Low,5.9,No,4,8,7.2,No,0,12.4,Dorm,Yes,Medium,5,1,10,Reading,7.7,100
109150,23,Female,Engineering,5.1,3.9,0.9,Yes,93.7,5.4,Poor,4,High School,Low,6.3,No,4,3,4.9,No,3,11.3,Quiet Room,Yes,High,8,3,10,Auditory,5.3,92
109151,18,Other,Biology,2.7,2.5,0.1,No,71.5,7.6,Fair,5,PhD,High,6.8,Yes,3.4,2,3.6,No,0,5.8,Co-Learning Group,Yes,High,7,2,10,Auditory,2.5,81
109152,16,Other,Biology,7.4,0.5,0.7,No,53,4.7,Good,7,Master,High,5.9,No,3.13,4,6.9,No,2,8.7,Co-Learning Group,Yes,Low,7,2,10,Auditory,4.8,77
109153,18,Other,Biology,1.8,2.5,2.5,Yes,82.7,6,Poor,3,Bachelor,Low,8.7,No,4,2,3.3,No,2,8.7,Dorm,No,Low,6,8,7,Reading,3.9,100
109154,23,Female,Engineering,3,4.8,2.9,Yes,99.6,9.4,Fair,5,Master,High,9,Yes,4,8,3.3,No,2,11.9,Cafe,No,High,7,6,9,Visual,6.8,100
109155,24,Other,Computer Science,2.368918362,0,3.9,Yes,79.9,6.2,Fair,7,Some College,Medium,7.3,Yes,2.72,5,2.3,No,2,6.3,Dorm,No,Medium,6,1,10,Kinesthetic,1.1,67
109156,21,Male,Business,1.5,0.2,1.7,Yes,98.1,9.2,Good,2,Some College,High,8.4,Yes,4,5,4.4,No,3,4.1,Library,No,Medium,3,8,7,Auditory,6,100
109157,28,Male,Business,3.7,2.7,1.8,Yes,92.9,8.9,Poor,1,PhD,High,3.1,No,2.98,4,4.2,No,5,9.4,Co-Learning Group,Yes,Low,4,1,10,Reading,3.3,82
109158,16,Other,Engineering,2,0.4,3.4,No,60.6,5,Fair,0,PhD,Medium,7.8,Yes,4,2,7.1,No,3,6,Cafe,No,High,3,7,8,Auditory,2.9,99
109159,16,Female,Business,5.2,4.8,2.7,Yes,55.1,7.1,Good,7,Bachelor,Low,10,No,3.99,1,1,No,2,14.5,Dorm,No,Medium,5,6,9,Visual,9.6,100
109160,26,Male,Business,6,4.7,1.7,Yes,79.8,6.7,Fair,2,High School,Low,9.7,No,4,3,3,No,4,13.6,Quiet Room,No,High,10,3,10,Reading,2.7,100
109161,19,Male,Biology,8,0.7,2.1,Yes,48.5,9.3,Poor,0,Bachelor,Low,6.6,Yes,3.81,5,5.3,No,5,11.7,Quiet Room,Yes,Medium,5,7,8,Visual,1.8,95
109162,19,Male,Psychology,0.5,3,1.5,No,78,6,Poor,2,Some College,Low,7.4,Yes,3.37,8,1,No,1,6.5,Library,No,Medium,1,5,10,Auditory,2.7,88
109163,27,Female,Computer Science,5.566553372,2.7,2.2,No,75.9,5,Good,4,Some College,Low,8.2,No,3.94,1,4.6,No,4,12.4,Dorm,Yes,Medium,6,3,10,Auditory,4.6,100
109164,20,Male,Business,1.5,1.8,0.6,No,63.6,6.6,Good,2,High School,Medium,10,No,2.71,8,3.2,No,1,4.2,Cafe,Yes,Low,3,3,10,Reading,7.3,57
109165,21,Female,Arts,2.1,2.7,1.5,No,55.4,5.2,Good,7,Bachelor,High,10,No,4,5,2.1,No,4,6.5,Cafe,Yes,Medium,7,6,9,Visual,7,90
109166,22,Female,Engineering,4.1,3.4,3.8,Yes,53.5,7.1,Poor,2,PhD,High,5.3,No,4,4,7.7,No,3,12.2,Quiet Room,Yes,High,10,1,10,Visual,5.9,84
109167,22,Male,Biology,3.7,2.6,3.6,No,73.7,7.3,Fair,2,Master,Medium,3.4,No,4,4,5.4,No,3,10.5,Library,Yes,Low,8,7,8,Kinesthetic,6.1,99
109168,27,Other,Psychology,5.9,0.9,2.6,No,61,6.4,Fair,3,High School,Low,5.9,Yes,4,8,4.7,No,5,10.9,Quiet Room,No,High,2,2,10,Reading,5.3,100
109169,20,Other,Engineering,5.8,1.5,3,No,52.8,7.9,Fair,3,Bachelor,Medium,5.7,Yes,2.79,8,2.2,No,2,10.6,Cafe,No,High,5,2,10,Reading,8.2,76
109170,22,Other,Psychology,3.9,2.7,3.4,Yes,46.4,6.5,Good,7,Master,Medium,4.9,Yes,2.91,3,1.9,No,4,11.6,Dorm,Yes,Low,3,3,10,Visual,8.9,67
109171,17,Male,Biology,2.4,4.2,1.3,No,42.4,5.4,Fair,4,PhD,Low,7.6,No,3,1,6.8,No,3,8.8,Quiet Room,No,Low,5,5,10,Reading,1.4,74
109172,26,Female,Psychology,5.9,2.3,1.3,No,76.5,10.1,Good,4,High School,High,5.7,No,4,8,6.4,No,0,11.3,Quiet Room,No,Low,1,7,8,Kinesthetic,5.2,93
109173,21,Female,Biology,2.9,1.7,2,No,47.5,8.4,Good,2,PhD,Medium,7.7,No,4,6,5.5,No,5,8.6,Quiet Room,No,High,9,10,5,Kinesthetic,3.3,100
109174,20,Male,Computer Science,2.804225465,2.5,1,Yes,77.7,8.6,Fair,0,PhD,High,8,Yes,3.81,1,5.3,No,5,8,Cafe,Yes,Medium,7,4,10,Kinesthetic,1.8,92
109175,25,Male,Business,5.1,2.4,2.4,No,79.2,6.3,Good,2,PhD,Medium,6.7,No,4,7,3.2,No,2,11.7,Co-Learning Group,Yes,Medium,2,9,6,Kinesthetic,5.4,96
109176,24,Other,Arts,1.5,0.9,0.6,No,83.1,9.4,Poor,5,Bachelor,Low,5.2,No,3.12,2,5.7,No,4,3.1,Dorm,Yes,Medium,2,8,7,Reading,2.1,72
109177,27,Other,Business,2.3,1.7,3.1,No,71.7,6.2,Good,1,PhD,Medium,7.3,No,4,4,3,No,0,8.2,Co-Learning Group,Yes,Medium,8,10,5,Auditory,8.7,100
109178,20,Male,Biology,3.3,4.9,0.6,No,52.2,6.3,Poor,2,Master,High,8.5,Yes,3.97,7,4.1,No,4,9.3,Quiet Room,Yes,Low,8,1,10,Reading,5.9,95
109179,26,Female,Arts,3.9,0.5,1.5,No,94.3,7.1,Poor,3,High School,Low,7.7,Yes,4,4,6.1,No,3,6.9,Library,Yes,Low,2,10,5,Auditory,6.5,100
109180,20,Other,Biology,4.9,3.7,3.3,Yes,88.5,5.6,Good,7,PhD,Low,7,Yes,4,2,5.6,No,5,13.6,Co-Learning Group,No,Low,2,3,10,Auditory,9.9,100
109181,24,Male,Computer Science,5.73715072,0.5,1.7,No,41.9,8.5,Good,5,Bachelor,High,8.2,No,3.99,4,3.2,No,2,9.3,Co-Learning Group,No,Medium,4,5,10,Reading,8.9,94
109182,27,Male,Biology,2.9,2.6,1.7,No,55.9,5.1,Good,4,Some College,Medium,7,No,4,3,4.2,No,5,7.9,Quiet Room,No,Low,6,1,10,Kinesthetic,6.6,99
109183,27,Female,Psychology,8,4.6,3.1,No,49.7,4.8,Poor,0,Master,Low,7.1,Yes,3.73,1,4.9,No,4,16.1,Quiet Room,Yes,High,7,8,7,Reading,2,93
109184,24,Female,Psychology,3.5,4.9,0.3,No,46.6,5.3,Fair,7,High School,Low,4.7,No,3.34,3,2.2,No,2,9.2,Quiet Room,No,Medium,6,5,10,Visual,2.7,77
109185,18,Female,Computer Science,1.844844308,1.1,2.3,No,87.4,5.1,Fair,7,High School,High,5.8,No,4,7,8,No,5,5.7,Library,Yes,Low,5,8,7,Kinesthetic,9.2,100
109186,27,Other,Engineering,1.6,4,2.3,No,42.4,4.1,Good,6,High School,High,7.5,No,4,8,3.8,No,3,8.6,Co-Learning Group,Yes,Low,4,9,6,Kinesthetic,2.7,98
109187,26,Female,Biology,3.4,1.5,0.1,Yes,96.8,6.4,Fair,5,Master,Low,6.3,Yes,2.9,8,7.1,No,1,6.7,Co-Learning Group,Yes,High,1,4,10,Kinesthetic,8.8,76
109188,23,Female,Psychology,5.2,4.4,0.9,No,54.1,6.8,Fair,1,PhD,Medium,5.4,No,3.05,6,7.2,No,3,11.6,Quiet Room,Yes,Low,2,2,10,Reading,6.2,73
109189,27,Female,Arts,4.1,1.3,2.7,Yes,72.6,4.4,Good,1,Master,Low,5.6,Yes,3.75,8,8.1,No,3,9.2,Quiet Room,No,Low,2,5,10,Reading,1.2,89
109190,21,Female,Arts,3.7,1.6,1.2,Yes,92,8.6,Good,5,PhD,High,6.2,No,2.77,4,7.4,No,4,8.1,Cafe,No,Low,6,3,10,Reading,6.7,74
109191,27,Other,Biology,1.2,4.6,1.3,No,87.5,4,Fair,7,Some College,Low,9.5,Yes,4,1,6.4,No,5,9,Dorm,Yes,Medium,5,5,10,Auditory,9.1,100
109192,18,Male,Psychology,1.9,4.8,3.4,No,77.4,7.7,Good,0,High School,Medium,7.8,Yes,3.02,8,6,No,4,11.7,Quiet Room,Yes,High,2,7,8,Auditory,3.2,69
109193,23,Female,Psychology,5.3,4.7,1.9,Yes,63.4,5.6,Good,3,Master,Low,3.7,Yes,3.09,2,4.5,No,1,12.3,Library,No,Medium,5,7,8,Kinesthetic,2,74
109194,24,Male,Business,5.8,3.2,0.1,No,65.8,8.2,Good,0,Master,High,4.5,Yes,3.15,7,7.8,No,0,9.3,Co-Learning Group,Yes,Medium,2,1,10,Auditory,3.7,71
109195,19,Male,Computer Science,4.009728022,3.4,0.1,Yes,97.9,4.6,Poor,4,High School,High,9,No,3.04,6,6.4,No,2,9.2,Quiet Room,Yes,High,9,7,8,Auditory,5.9,84
109196,20,Male,Business,6.9,2.8,3.3,Yes,51.1,5.8,Good,2,PhD,Low,5.5,Yes,3.86,8,7,No,5,13.4,Library,No,Low,6,2,10,Auditory,9.7,100
109197,20,Male,Biology,7.8,1.9,3.9,Yes,90.7,7.2,Fair,7,PhD,Low,8.5,Yes,4,7,5.4,No,2,14.7,Library,No,High,3,3,10,Kinesthetic,3.6,100
109198,28,Other,Psychology,6.4,3.6,3.8,Yes,96.8,6.6,Fair,2,PhD,Medium,6.5,Yes,3.52,4,1.7,No,2,15.1,Library,No,Medium,9,1,10,Kinesthetic,4.3,95
109199,27,Male,Business,4.9,1.4,1.5,No,65.5,5.3,Poor,0,Some College,High,7.3,Yes,3.86,1,4.2,No,5,8,Quiet Room,No,Medium,8,1,10,Kinesthetic,5.4,100
109200,27,Other,Engineering,4.2,1,3.9,No,75.7,6.2,Good,6,PhD,High,6,Yes,4,2,3.8,No,3,9.6,Quiet Room,Yes,Medium,8,6,9,Visual,3,99
109201,22,Female,Arts,3.8,3.1,0.6,Yes,56.1,5.9,Fair,4,PhD,Medium,4,Yes,2.67,1,4.5,No,2,8.5,Cafe,Yes,Low,9,3,10,Reading,8.5,72
109202,27,Female,Engineering,3.6,3.7,1.8,No,83,8.4,Fair,6,Bachelor,Low,8.2,Yes,3.88,4,6.2,No,4,11,Dorm,No,Medium,1,2,10,Kinesthetic,3.7,100
109203,17,Female,Psychology,7.4,3.5,1.9,Yes,53.3,9.3,Poor,7,Master,High,5.9,Yes,4,3,5.5,No,0,14.6,Library,No,Medium,10,5,10,Visual,8.5,100
109204,21,Other,Arts,3.8,1,2.2,Yes,94.9,7.4,Good,4,High School,Low,2.4,Yes,2.96,7,6.2,No,2,7.4,Quiet Room,No,Low,6,4,10,Reading,1.6,76
109205,17,Other,Arts,3.3,3.3,3.4,No,82.4,5.2,Fair,5,Some College,Low,9.8,Yes,4,5,4.1,No,2,10,Quiet Room,Yes,High,6,2,10,Reading,6,94
109206,20,Female,Arts,4.5,4.2,2.2,Yes,75.7,8.3,Good,6,High School,Low,3.9,Yes,2.98,4,5.1,No,1,11.6,Co-Learning Group,No,Low,10,2,10,Auditory,5.4,79
109207,19,Male,Engineering,1.2,0.5,2.8,No,56.4,6.7,Fair,2,Bachelor,High,3.9,No,4,2,6.9,No,3,5.6,Co-Learning Group,Yes,Medium,8,7,8,Auditory,5.2,100
109208,25,Other,Engineering,8.8,4.3,1.1,Yes,69.2,6.3,Good,6,Master,Low,6.3,No,3.54,3,6.4,No,4,14.7,Dorm,Yes,Low,10,1,10,Auditory,5,96
109209,26,Male,Computer Science,7.768466266,1.9,2.1,No,84.3,5,Good,4,Some College,High,5.9,No,3.09,6,8.5,No,1,13.7,Cafe,Yes,High,4,5,10,Reading,7.1,79
109210,24,Other,Psychology,4.6,0.9,1.6,No,62,7,Good,2,Master,High,6.2,No,3.27,2,2.5,No,4,7.2,Co-Learning Group,No,Medium,1,10,5,Auditory,9.6,88
109211,25,Male,Computer Science,6.16370735,2.3,3.9,No,55.7,7.2,Fair,5,Some College,Low,10,No,4,8,4.1,No,2,13.6,Co-Learning Group,No,High,5,7,8,Reading,1.4,91
109212,16,Female,Computer Science,7.938583953,0.1,3.3,Yes,83.4,7,Poor,1,Master,High,9.9,No,3.28,6,4.5,No,0,13,Library,Yes,Medium,1,4,10,Reading,9.4,83
109213,27,Male,Biology,5,0.3,1.3,Yes,98.1,5.4,Good,4,PhD,High,8.2,Yes,3.17,4,4.9,No,2,6.9,Cafe,No,High,3,2,10,Auditory,6.3,82
109214,18,Female,Business,1.6,4.8,1.5,No,51.2,5.3,Fair,6,PhD,High,7.3,No,3.88,1,4.9,No,0,8.9,Cafe,Yes,High,4,6,9,Auditory,6.1,85
109215,28,Female,Psychology,3.6,3.3,2.8,No,98.6,9.1,Poor,3,PhD,Low,6.4,No,3.44,6,2.1,No,1,10.8,Cafe,Yes,Low,1,3,10,Kinesthetic,2.4,92
109216,20,Male,Psychology,3,2.1,2.9,Yes,94.5,6.5,Good,7,PhD,Low,6.8,Yes,3.41,7,6.3,No,3,9.5,Dorm,Yes,High,2,10,5,Reading,7.9,80
109217,21,Male,Biology,2.7,0.4,2.3,No,48.1,8.6,Good,0,Some College,High,3.7,No,3.23,3,6,No,3,6.7,Library,No,Medium,1,4,10,Kinesthetic,7,87
109218,27,Male,Arts,3.4,0.2,2.9,Yes,48.9,5.1,Fair,7,PhD,High,5.5,No,4,4,2.2,No,2,6.7,Dorm,Yes,High,2,5,10,Auditory,9.5,97
109219,24,Other,Computer Science,5.12852611,3,2.2,No,64.9,5.3,Good,0,High School,Low,6.7,No,2.86,3,6.5,No,3,12.1,Cafe,Yes,Low,6,7,8,Reading,7.7,77
109220,20,Female,Biology,4.1,2.5,2.7,No,71.9,4.6,Poor,0,High School,Medium,3.6,No,3.24,2,7.9,No,3,11.2,Dorm,Yes,Medium,5,5,10,Kinesthetic,2.2,77
109221,19,Female,Arts,2.7,2.3,0.1,Yes,51,9.2,Good,5,High School,Medium,8.1,No,3.13,8,3.8,No,4,6.8,Co-Learning Group,No,Medium,2,3,10,Reading,3.2,75
109222,16,Female,Arts,2.5,1.6,2,No,88.9,4,Good,7,Bachelor,High,9,No,2.86,6,3.5,No,5,6.5,Dorm,Yes,Medium,10,9,6,Auditory,1.6,62
109223,23,Other,Engineering,3.9,0.6,2.8,Yes,88.6,8.1,Good,0,Master,Low,8.1,No,3.7,2,3.9,No,3,8.8,Cafe,No,Low,7,10,5,Reading,3.8,86
109224,19,Female,Arts,2.8,1.6,0,Yes,76.2,7.5,Fair,4,Master,Low,4.7,Yes,3.09,2,5.9,No,5,5.2,Library,No,High,10,4,10,Auditory,5.5,67
109225,26,Other,Business,4.2,0.6,1,No,89.1,9.1,Poor,3,Master,Low,8.7,Yes,4,2,3.6,No,2,6.5,Quiet Room,Yes,High,4,8,7,Visual,5.8,100
109226,23,Male,Computer Science,3.195177737,0.8,1.6,Yes,72.4,4,Good,7,PhD,Low,6.6,Yes,2.99,5,4.4,No,5,6.2,Co-Learning Group,No,Medium,2,5,10,Reading,5.5,75
109227,22,Female,Arts,5.5,3.8,1.2,No,93.4,8.2,Poor,4,PhD,Medium,8.6,No,3.65,4,5.2,No,1,11.5,Co-Learning Group,No,Low,4,8,7,Reading,7.4,86
109228,17,Male,Computer Science,3.99313101,4.5,1.2,No,86.4,9.6,Fair,4,Master,Low,3.9,Yes,2.76,4,4.4,No,5,11.2,Co-Learning Group,No,High,6,2,10,Auditory,5.4,68
109229,21,Other,Computer Science,4.245928453,3.7,1.7,Yes,86.8,6.9,Fair,7,High School,Medium,4.5,Yes,4,3,4.2,No,2,10.3,Dorm,Yes,High,3,9,6,Reading,9.3,98
109230,24,Female,Psychology,3.5,2.4,3.2,No,59.4,7.1,Good,3,Master,Medium,4.9,Yes,4,8,7.7,No,2,9.7,Cafe,Yes,Medium,4,4,10,Reading,4.8,100
109231,22,Male,Biology,3.1,1.5,3.7,Yes,69.9,4.6,Poor,2,Bachelor,Low,8.1,No,3.1,1,3.8,No,1,9.3,Quiet Room,No,High,1,9,6,Visual,7.1,72
109232,20,Female,Engineering,5.5,0.9,0.6,No,85,7.2,Poor,0,Some College,Medium,5.6,Yes,3.9,3,6.2,No,1,8.2,Co-Learning Group,No,Low,3,4,10,Reading,3.3,100
109233,21,Male,Engineering,7,2.1,1.4,Yes,53,8,Fair,6,PhD,Medium,7.8,Yes,4,5,4.6,No,1,11.7,Cafe,No,Medium,3,10,5,Kinesthetic,7.3,95
109234,25,Male,Computer Science,3.110186835,2.3,0.2,Yes,60.9,6.1,Good,4,Master,Low,5.2,Yes,3.39,3,3,No,4,5.8,Quiet Room,No,Medium,6,8,7,Kinesthetic,9.5,86
109235,25,Other,Psychology,6.3,0.6,3.4,Yes,46.2,4,Good,1,Some College,Low,5.9,Yes,4,6,4,No,0,11.5,Library,Yes,High,10,2,10,Auditory,4,100
109236,16,Other,Arts,1.9,0.3,2.9,Yes,51.8,8.9,Poor,2,Master,High,6.5,No,4,5,4.1,No,5,6.5,Co-Learning Group,No,High,7,5,10,Auditory,7.1,100
109237,20,Other,Computer Science,3.698330392,0.1,3.6,No,77.8,7.3,Good,4,PhD,High,7,No,2.83,8,9.1,No,4,7.9,Quiet Room,No,Medium,2,8,7,Auditory,7.9,70
109238,17,Male,Business,4.7,0.5,3.4,No,92.4,8.2,Good,2,PhD,Medium,3.5,Yes,3.9,8,1.2,No,4,9.5,Dorm,No,Medium,1,6,9,Visual,1.5,98
109239,23,Female,Psychology,1.8,1.3,3.3,Yes,67.4,7.1,Good,7,High School,Low,7.8,Yes,3.35,6,3.5,No,1,6.9,Cafe,Yes,Medium,10,3,10,Kinesthetic,1.2,88
109240,18,Female,Business,1.5,2.9,4,No,91.8,7.5,Fair,1,Master,High,8.2,No,4,6,8,No,1,9.2,Quiet Room,Yes,Low,4,1,10,Kinesthetic,3.9,100
109241,26,Other,Psychology,1.3,5,3.9,Yes,97.6,6.2,Good,7,High School,Low,8.4,No,3.97,3,6.3,No,0,11.6,Co-Learning Group,No,Medium,10,7,8,Auditory,4.9,97
109242,21,Female,Psychology,6.2,0.9,1.1,Yes,45.5,5.7,Poor,2,Some College,Low,7.9,No,4,8,5.1,No,4,10.2,Quiet Room,Yes,Medium,4,6,9,Reading,1.3,100
109243,26,Male,Business,3.4,0.5,3.8,Yes,50.7,9.5,Good,2,Master,High,8.2,Yes,3.23,7,3.2,No,1,7.8,Dorm,Yes,Low,6,7,8,Kinesthetic,1.4,76
109244,17,Female,Business,4.7,0.1,1.5,No,82.8,4,Good,2,Some College,Low,6,No,4,5,2.2,No,4,6.9,Library,No,Low,8,9,6,Reading,2.5,100
109245,27,Male,Arts,2.9,3.9,2,No,79.7,5.4,Fair,3,Some College,High,7.1,No,3.35,5,3.3,No,4,10.4,Cafe,Yes,Medium,2,8,7,Kinesthetic,1.1,81
109246,25,Female,Biology,2.8,1.7,1.6,Yes,49.1,8.3,Good,3,High School,Low,5,No,2.38,3,7.8,No,5,7.4,Dorm,Yes,High,7,4,10,Kinesthetic,8.8,59
109247,20,Other,Business,3.3,0.1,3.8,Yes,91.7,5,Fair,1,Some College,High,9.5,No,3.24,1,5.5,No,0,8.1,Co-Learning Group,No,Low,9,2,10,Reading,2.6,80
109248,17,Female,Arts,3.7,4.8,2.5,No,86.5,6.2,Fair,7,PhD,Low,7,No,4,3,2.2,No,4,11.5,Quiet Room,Yes,High,6,2,10,Reading,4.8,96
109249,17,Male,Biology,3,4.6,3.6,Yes,68.1,8.8,Fair,0,Some College,Low,5.6,Yes,4,3,1.6,No,4,12.9,Co-Learning Group,Yes,High,7,7,8,Visual,4.7,98
109250,21,Male,Biology,0,1.4,1.9,No,90.9,10.3,Good,3,Master,High,8.6,No,3.66,2,7.8,No,5,4.5,Quiet Room,No,Medium,9,10,5,Auditory,5.5,90
109251,24,Male,Biology,5.7,0.1,1,No,53.9,7.1,Good,1,High School,High,2.7,No,4,6,4.3,No,2,8.1,Library,Yes,Low,6,4,10,Reading,4.9,100
109252,16,Other,Business,5.7,4.6,0.8,No,57.1,6.7,Fair,4,Bachelor,Medium,6.8,No,4,8,6.3,No,1,12.8,Cafe,Yes,Medium,5,7,8,Visual,5,100
109253,17,Female,Biology,5,2.2,3,Yes,75.8,6.4,Good,4,Master,Low,7.9,Yes,4,3,4.7,No,2,10.8,Dorm,No,High,6,8,7,Kinesthetic,4.8,99
109254,16,Female,Psychology,1.2,3.6,3.7,No,78.3,5.4,Good,7,Master,High,5.5,Yes,4,4,1,No,2,9.6,Dorm,Yes,Medium,8,7,8,Visual,6.1,98
109255,20,Male,Engineering,4.1,3.4,0.2,Yes,89.9,4.4,Fair,5,High School,Medium,3.8,No,4,3,1.1,No,1,8.3,Quiet Room,No,Medium,4,1,10,Reading,1.7,100
109256,28,Male,Biology,2.9,1.7,3,Yes,59.9,8,Fair,0,High School,Low,6.8,Yes,4,7,3.6,No,3,8.4,Cafe,No,Low,6,7,8,Kinesthetic,4.4,100
109257,28,Male,Computer Science,3.134588781,3.8,0.9,No,77.7,9.2,Good,4,Some College,Medium,6.8,No,4,4,6.3,No,4,9.5,Dorm,No,High,2,8,7,Kinesthetic,6.9,93
109258,22,Other,Biology,4.9,4.8,1.9,Yes,57,7,Poor,5,PhD,High,5.6,No,4,5,7.8,No,0,12,Co-Learning Group,No,Medium,8,4,10,Kinesthetic,8.4,100
